START_TASK=2 STOP_TASK=3
============================================================================================================
Arguments =
	approach: freezing
	batch_size: 64
	classes_first_task: None
	clipping: 10000
	crop: 224
	data_path: ../data/inat200
	dataset: inat200
	eval_on_train: False
	experiment_path: None
	fix_bn: True
	freeze_backbone: True
	gpu: 0
	gpus: [0]
	increment: 10
	last_layer_analysis: False
	log: ['disk']
	lr: 0.01
	lr_factor: None
	lr_min: 0.0001
	lr_patience: None
	lr_scheduler: cosine
	lr_warmup_epochs: 0
	momentum: 0.0
	multi_softmax: False
	nepochs: 90
	network: resnetv2_101x1_bit.goog_in21k
	no_cudnn_deterministic: False
	normalize: in21k
	num_workers: 2
	optimizer_name: sgd
	pin_memory: False
	pretrained: True
	resize: 224
	results_path: ./results
	save_models: True
	seed: 0
	start_at_task: 2
	start_epoch: 0
	stop_at_task: 3
	stop_epoch: 0
	use_valid_only: False
	warmup_lr_factor: 1.0
	warmup_nepochs: 0
	weight_decay: 0.0
============================================================================================================
Approach arguments =
============================================================================================================
Exemplars arguments =
============================================================================================================
WARNING: ./results/resnetv2_101x1_bit.goog_in21k/inat200/freezing/10 already exists!
Loaded acc_taw from: ./results/resnetv2_101x1_bit.goog_in21k/inat200/freezing/10/acc_taw-1.txt
Loaded acc_tag from: ./results/resnetv2_101x1_bit.goog_in21k/inat200/freezing/10/acc_tag-1.txt
Loaded forg_taw from: ./results/resnetv2_101x1_bit.goog_in21k/inat200/freezing/10/forg_taw-1.txt
Loaded forg_tag from: ./results/resnetv2_101x1_bit.goog_in21k/inat200/freezing/10/forg_tag-1.txt
************************************************************************************************************
Task  2  [epochs 0-90]
************************************************************************************************************
[DEBUG] trainable params -> backbone:0 heads:61470 total:61470
[params] total:42,553,950  trainable:61,470  tensors:310  trainable_tensors:6
| Epoch   1, time= 14.4s | Train: skip eval | Valid: time=  2.0s loss=0.349, TAw acc= 88.5% | * lr=1.0e-02
| Epoch   2, time= 13.6s | Train: skip eval | Valid: time=  1.7s loss=2.001, TAw acc= 71.2% | lr=1.0e-02
| Epoch   3, time= 12.8s | Train: skip eval | Valid: time=  1.8s loss=0.336, TAw acc= 90.0% | * lr=1.0e-02
| Epoch   4, time= 14.0s | Train: skip eval | Valid: time=  1.3s loss=0.266, TAw acc= 91.8% | * lr=1.0e-02
| Epoch   5, time= 13.4s | Train: skip eval | Valid: time=  1.3s loss=0.872, TAw acc= 81.0% | lr=9.9e-03
| Epoch   6, time= 13.3s | Train: skip eval | Valid: time=  1.4s loss=0.342, TAw acc= 91.2% | lr=9.9e-03
| Epoch   7, time= 12.9s | Train: skip eval | Valid: time=  1.4s loss=0.253, TAw acc= 92.2% | * lr=9.9e-03
| Epoch   8, time= 12.7s | Train: skip eval | Valid: time=  1.5s loss=0.274, TAw acc= 90.5% | lr=9.8e-03
| Epoch   9, time= 12.6s | Train: skip eval | Valid: time=  1.4s loss=0.513, TAw acc= 86.8% | lr=9.8e-03
| Epoch  10, time= 13.1s | Train: skip eval | Valid: time=  1.4s loss=0.310, TAw acc= 92.5% | lr=9.7e-03
| Epoch  11, time= 13.3s | Train: skip eval | Valid: time=  1.6s loss=0.486, TAw acc= 86.5% | lr=9.6e-03
| Epoch  12, time= 12.6s | Train: skip eval | Valid: time=  1.3s loss=0.260, TAw acc= 91.5% | lr=9.6e-03
| Epoch  13, time= 13.2s | Train: skip eval | Valid: time=  1.5s loss=0.257, TAw acc= 92.8% | lr=9.5e-03
| Epoch  14, time= 13.8s | Train: skip eval | Valid: time=  1.4s loss=0.220, TAw acc= 92.8% | * lr=9.4e-03
| Epoch  15, time= 12.7s | Train: skip eval | Valid: time=  1.4s loss=0.298, TAw acc= 91.5% | lr=9.3e-03
| Epoch  16, time= 12.7s | Train: skip eval | Valid: time=  1.3s loss=0.330, TAw acc= 89.8% | lr=9.2e-03
