START_TASK=1 STOP_TASK=2
============================================================================================================
Arguments =
	approach: freezing
	batch_size: 64
	classes_first_task: None
	clipping: 10000
	crop: 224
	data_path: ../data/inat200
	dataset: inat200
	eval_on_train: False
	experiment_path: None
	fix_bn: True
	freeze_backbone: True
	gpu: 0
	gpus: [0]
	increment: 10
	last_layer_analysis: True
	log: ['disk']
	lr: 0.01
	lr_factor: None
	lr_min: 0.0001
	lr_patience: None
	lr_scheduler: cosine
	lr_warmup_epochs: 0
	momentum: 0.0
	multi_softmax: False
	nepochs: 90
	network: vit_base_patch16_224.orig_in21k
	no_cudnn_deterministic: False
	normalize: in21k
	num_workers: 2
	optimizer_name: sgd
	pin_memory: False
	pretrained: True
	resize: 224
	results_path: ./results
	save_models: True
	seed: 0
	start_at_task: 1
	start_epoch: 0
	stop_at_task: 2
	stop_epoch: 0
	use_valid_only: False
	warmup_lr_factor: 1.0
	warmup_nepochs: 0
	weight_decay: 0.0
============================================================================================================
Approach arguments =
============================================================================================================
Exemplars arguments =
============================================================================================================
WARNING: ./results/vit_base_patch16_224.orig_in21k/inat200/freezing/10 already exists!
Loaded acc_taw from: ./results/vit_base_patch16_224.orig_in21k/inat200/freezing/10/acc_taw-0.txt
Loaded acc_tag from: ./results/vit_base_patch16_224.orig_in21k/inat200/freezing/10/acc_tag-0.txt
Loaded forg_taw from: ./results/vit_base_patch16_224.orig_in21k/inat200/freezing/10/forg_taw-0.txt
Loaded forg_tag from: ./results/vit_base_patch16_224.orig_in21k/inat200/freezing/10/forg_tag-0.txt
************************************************************************************************************
Task  1  [epochs 0-90]
************************************************************************************************************
[DEBUG] trainable params -> backbone:0 heads:15380 total:15380
[params] total:85,814,036  trainable:15,380  tensors:154  trainable_tensors:4
| Epoch   1, time= 15.0s | Train: skip eval | Valid: time=  2.0s loss=2.029, TAw acc= 72.5% | * lr=1.0e-02
| Epoch   2, time= 15.2s | Train: skip eval | Valid: time=  1.9s loss=1.782, TAw acc= 81.5% | * lr=1.0e-02
| Epoch   3, time= 15.1s | Train: skip eval | Valid: time=  1.6s loss=1.573, TAw acc= 84.8% | * lr=1.0e-02
| Epoch   4, time= 14.8s | Train: skip eval | Valid: time=  1.7s loss=1.401, TAw acc= 86.2% | * lr=1.0e-02
| Epoch   5, time= 14.8s | Train: skip eval | Valid: time=  1.6s loss=1.259, TAw acc= 86.8% | * lr=9.9e-03
| Epoch   6, time= 15.1s | Train: skip eval | Valid: time=  1.7s loss=1.144, TAw acc= 87.0% | * lr=9.9e-03
| Epoch   7, time= 13.8s | Train: skip eval | Valid: time=  1.7s loss=1.049, TAw acc= 87.2% | * lr=9.9e-03
| Epoch   8, time= 14.3s | Train: skip eval | Valid: time=  1.9s loss=0.971, TAw acc= 87.0% | * lr=9.8e-03
| Epoch   9, time= 14.6s | Train: skip eval | Valid: time=  2.1s loss=0.908, TAw acc= 87.0% | * lr=9.8e-03
| Epoch  10, time= 15.6s | Train: skip eval | Valid: time=  1.7s loss=0.854, TAw acc= 87.2% | * lr=9.7e-03
| Epoch  11, time= 15.9s | Train: skip eval | Valid: time=  1.6s loss=0.809, TAw acc= 87.5% | * lr=9.6e-03
| Epoch  12, time= 14.9s | Train: skip eval | Valid: time=  1.9s loss=0.771, TAw acc= 87.8% | * lr=9.6e-03
| Epoch  13, time= 15.2s | Train: skip eval | Valid: time=  1.7s loss=0.737, TAw acc= 87.8% | * lr=9.5e-03
| Epoch  14, time= 17.2s | Train: skip eval | Valid: time=  1.6s loss=0.708, TAw acc= 87.5% | * lr=9.4e-03
| Epoch  15, time= 15.9s | Train: skip eval | Valid: time=  2.1s loss=0.683, TAw acc= 87.5% | * lr=9.3e-03
