START_TASK=9 STOP_TASK=10 START_EPOCH=0 STOP_EPOCH=90
============================================================================================================
Arguments =
	all_outputs: False
	approach: joint
	batch_size: 64
	classes_first_task: None
	clipping: 10000
	crop: 224
	data_path: ../data/inat200
	dataset: inat200
	eval_on_train: False
	experiment_path: None
	fix_bn: False
	freeze_backbone: False
	gpu: 0
	gpus: [0]
	increment: 10
	last_layer_analysis: False
	log: ['disk']
	lr: 0.01
	lr_factor: None
	lr_min: 0.0001
	lr_patience: None
	lr_scheduler: cosine
	lr_warmup_epochs: 0
	momentum: 0.0
	multi_softmax: False
	nepochs: 90
	network: resnetv2_101x1_bit.goog_in21k
	no_cudnn_deterministic: False
	normalize: in21k
	num_workers: 2
	optimizer_name: sgd
	pin_memory: False
	pretrained: True
	resize: 224
	results_path: ./results
	save_models: True
	seed: 0
	start_at_task: 9
	start_epoch: 0
	stop_at_task: 10
	stop_epoch: 90
	use_valid_only: False
	warmup_lr_factor: 1.0
	warmup_nepochs: 0
	weight_decay: 0.0
============================================================================================================
Approach arguments =
============================================================================================================
Exemplars arguments =
============================================================================================================
WARNING: ./results/resnetv2_101x1_bit.goog_in21k/inat200/joint/10 already exists!
Loaded acc_taw from: ./results/resnetv2_101x1_bit.goog_in21k/inat200/joint/10/acc_taw-8.txt
Loaded acc_tag from: ./results/resnetv2_101x1_bit.goog_in21k/inat200/joint/10/acc_tag-8.txt
Loaded forg_taw from: ./results/resnetv2_101x1_bit.goog_in21k/inat200/joint/10/forg_taw-8.txt
Loaded forg_tag from: ./results/resnetv2_101x1_bit.goog_in21k/inat200/joint/10/forg_tag-8.txt
[joint] Loaded accumulated datasets up to task 8 from ./results/resnetv2_101x1_bit.goog_in21k/inat200/joint/10/joint_progress
************************************************************************************************************
Task  9  [epochs 0-90]
************************************************************************************************************
[params] total:42,697,380  trainable:42,697,380  tensors:324  trainable_tensors:324
| Epoch   1, time=148.4s | Train: skip eval | Valid: time= 14.4s loss=1.637, TAw acc= 91.4% | * lr=1.0e-02
| Epoch   2, time=142.9s | Train: skip eval | Valid: time= 13.1s loss=1.750, TAw acc= 90.8% | lr=1.0e-02
| Epoch   3, time=141.4s | Train: skip eval | Valid: time= 14.8s loss=1.577, TAw acc= 91.4% | * lr=1.0e-02
| Epoch   4, time=139.1s | Train: skip eval | Valid: time= 13.9s loss=1.546, TAw acc= 91.4% | * lr=1.0e-02
| Epoch   5, time=141.7s | Train: skip eval | Valid: time= 14.5s loss=1.591, TAw acc= 92.0% | lr=9.9e-03
| Epoch   6, time=148.7s | Train: skip eval | Valid: time= 13.5s loss=1.605, TAw acc= 90.6% | lr=9.9e-03
| Epoch   7, time=141.5s | Train: skip eval | Valid: time= 14.2s loss=1.572, TAw acc= 91.0% | lr=9.9e-03
| Epoch   8, time=141.6s | Train: skip eval | Valid: time= 14.5s loss=1.589, TAw acc= 91.4% | lr=9.8e-03
| Epoch   9, time=148.9s | Train: skip eval | Valid: time= 13.7s loss=1.537, TAw acc= 91.8% | * lr=9.8e-03
| Epoch  10, time=140.3s | Train: skip eval | Valid: time= 17.6s loss=1.561, TAw acc= 91.8% | lr=9.7e-03
| Epoch  11, time=142.1s | Train: skip eval | Valid: time= 13.8s loss=1.558, TAw acc= 91.1% | lr=9.6e-03
| Epoch  12, time=140.9s | Train: skip eval | Valid: time= 13.4s loss=1.618, TAw acc= 91.0% | lr=9.6e-03
| Epoch  13, time=143.3s | Train: skip eval | Valid: time= 13.8s loss=1.534, TAw acc= 91.5% | * lr=9.5e-03
| Epoch  14, time=145.3s | Train: skip eval | Valid: time= 13.3s loss=1.579, TAw acc= 90.7% | lr=9.4e-03
| Epoch  15, time=139.7s | Train: skip eval | Valid: time= 13.5s loss=1.560, TAw acc= 91.2% | lr=9.3e-03
| Epoch  16, time=147.0s | Train: skip eval | Valid: time= 13.6s loss=1.601, TAw acc= 91.5% | lr=9.2e-03
| Epoch  17, time=142.0s | Train: skip eval | Valid: time= 14.9s loss=1.530, TAw acc= 91.5% | * lr=9.2e-03
